Date,HDFCBANK.NS,INFY.NS,ITC.NS,LT.NS,RELIANCE.NS,SUNPHARMA.NS
2019-02-22,483.1003723144531,601.9547729492188,190.66392517089844,1139.258544921875,545.484130859375,398.87713623046875
2019-02-25,490.9424133300781,618.2947998046875,192.3321533203125,1135.2545166015625,545.4618530273438,404.0657958984375
2019-02-26,487.53533935546875,608.1386108398438,191.49801635742188,1126.3565673828125,540.1282348632812,403.74151611328125
2019-02-27,483.2851867675781,602.2005004882812,191.22000122070312,1143.1292724609375,541.5667114257812,410.180908203125
2019-02-28,479.8896789550781,601.4224853515625,191.88031005859375,1150.4703369140625,544.9085693359375,412.4509582519531
2019-03-01,481.2294006347656,607.647216796875,193.374755859375,1164.351318359375,542.6954345703125,414.4893798828125
2019-03-05,486.7153625488281,599.9482421875,196.3984375,1161.9044189453125,547.8300170898438,422.41131591796875
2019-03-06,486.0569763183594,599.9482421875,198.62274169921875,1171.869873046875,559.8477783203125,426.71978759765625
2019-03-07,491.1965026855469,592.1263427734375,201.64637756347656,1203.368896484375,562.260009765625,417.77862548828125
2019-03-08,491.589111328125,583.4445190429688,202.96707153320312,1191.801513671875,560.86572265625,421.5310974121094
2019-03-11,491.64691162109375,582.5435791015625,203.62744140625,1198.16357421875,577.2433471679688,425.7005920410156
2019-03-12,501.4754943847656,579.0216064453125,204.7047882080078,1235.8468017578125,589.3051147460938,435.75360107421875
2019-03-13,514.3069458007812,580.2503051757812,204.9828338623047,1226.681640625,596.365234375,422.9672546386719
2019-03-14,513.89111328125,580.168212890625,205.39987182617188,1227.705078125,593.8200073242188,431.908447265625
2019-03-15,520.41650390625,588.5225219726562,202.1329345703125,1242.609375,585.0115966796875,430.2406311035156
2019-03-18,522.3682861328125,581.68359375,204.04446411132812,1226.9486083984375,597.5824584960938,430.7502746582031
2019-03-19,523.8236083984375,591.5530395507812,208.1455078125,1208.3072509765625,609.3124389648438,434.5028381347656
2019-03-20,531.0419921875,605.2308959960938,207.76321411132812,1219.8302001953125,608.825439453125,439.8767395019531
2019-03-22,525.763916015625,608.6300659179688,207.27662658691406,1241.0076904296875,593.9086303710938,438.4869384765625
2019-03-25,526.9535522460938,602.2005004882812,205.08709716796875,1225.0357666015625,586.2509765625,430.51861572265625
2019-03-26,533.8946533203125,596.0577392578125,203.940185546875,1221.52099609375,605.1958618164062,435.29034423828125
2019-03-27,531.1458740234375,597.65478515625,203.7316436767578,1215.8704833984375,597.2283325195312,430.70391845703125
2019-03-28,531.919677734375,604.2891235351562,208.52780151367188,1233.88916015625,601.9866333007812,440.5252990722656
2019-04-01,533.9985961914062,618.45849609375,206.6162872314453,1256.5791015625,616.084716796875,443.6755676269531
2019-04-02,530.0833740234375,621.98046875,207.068115234375,1254.3990478515625,615.133056640625,435.1976623535156
